"show_id","type_lower","title_lower","director_lower","cast_lower","country_lower","date_added_new","release_year","rating_lower","duration","listed_in_lower","description_lower","duration_min_filter"
20159719,movie,the peacemaker,mimi leder,"george clooney, nicole kidman, marcel iures, aleksandr baluev, rene medvesek, gary werntz, randall batinkoff, jim haynie, alexander strobele, holt mccallany",united states,"2020-01-01",1997,r,"124 min",action & adventure,"after terrorists trigger a nuclear blast in russia, a u.s. special forces intelligence agent and a nuclear weapons expert come to the rescue.",124.0
60024914,movie,the ring,gore verbinski,"naomi watts, martin henderson, david dorfman, brian cox, jane alexander, lindsay frost, amber tamblyn, rachael bella, daveigh chase, shannon cochran",united states,"2020-01-01",2002,pg-13,"116 min","horror movies, thrillers",a reporter watches a video that supposedly sets in motion the viewer's death in seven days. can she unravel the mystery before her own time is up?,116.0
60000209,movie,the talented mr. ripley,anthony minghella,"matt damon, gwyneth paltrow, jude law, cate blanchett, philip seymour hoffman, jack davenport, james rebhorn, sergio rubini, philip baker hall, celia weston",united states,"2020-01-01",1999,r,"139 min","dramas, thrillers","a charming sociopath maneuvers into the lush life of a young heir. but as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.",139.0
60033108,movie,tremors,ron underwood,"kevin bacon, fred ward, finn carter, michael gross, reba mcentire, robert jayne, charlotte stewart, tony genaro, ariana richards, richard marcus, victor wong, bibi besch",united states,"2020-01-01",1990,pg-13,"96 min","comedies, cult movies, horror movies","after a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",96.0
1064058,movie,tremors 2: aftershocks,s.s. wilson,"fred ward, chris gartin, helen shaver, michael gross, marcelo tubert, marco hernandez, josé ramón rosario, thomas rosales jr.","","2020-01-01",1995,pg-13,"100 min","comedies, horror movies, sci-fi & fantasy",a rag-tag team of survivalists and scientists battle supersucking desert creatures that are worming their way through the oil fields of mexico.,100.0
60021377,movie,tremors 3: back to perfection,brent maddock,"michael gross, shawn christian, susan chuang, charlotte stewart, ariana richards, tony genaro, barry livingston, john pappas, jason hopkins",united states,"2020-01-01",2001,pg,"104 min","comedies, horror movies, sci-fi & fantasy","when a theme park's simulated giant worm attacks turn real, burt gummer and two young entrepreneurs team up to battle the flesh-eating graboids.",104.0
60033107,movie,tremors 4: the legend begins,s.s. wilson,"michael gross, sara botsford, billy drago, brent roam, august schellenberg, j.e. freeman, ming lo, lydia look, sam ly, neil kopit",united states,"2020-01-01",2004,pg-13,"101 min","comedies, horror movies, sci-fi & fantasy","residents of a abandoned mining town attempt to get to the bottom of a series of recent, mysterious deaths before their own fates are sealed.",101.0
80066084,movie,tremors 5:  bloodline,don michael paul,"michael gross, jamie kennedy, ernest ndhlovu, lawrence joffe, zak hendrikz, natalie becker, emmanuel castis, brandon auret, daniel janks","south africa, united states","2020-01-01",2015,pg-13,"99 min","comedies, horror movies, sci-fi & fantasy","when he is hired to capture a deadly creature terrorizing south africa, survivalist burt gummer brings along a new tech-savvy partner.",99.0
1067876,movie,true grit,henry hathaway,"john wayne, glen campbell, kim darby, jeremy slate, robert duvall, dennis hopper, alfred ryder, strother martin, jeff corey",united states,"2020-01-01",1969,g,"128 min","classic movies, dramas",teenage tomboy mattie ross enlists the help of crusty lawman rooster cogburn to track down the hired hand who murdered her father.,128.0
70117902,movie,up in the air,jason reitman,"george clooney, vera farmiga, anna kendrick, jason bateman, amy morton, melanie lynskey, j.k. simmons, sam elliott, danny mcbride, zach galifianakis, chris lowell",united states,"2020-01-01",2009,r,"110 min","comedies, dramas, romantic movies","ryan bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad natalie.",110.0
60001396,movie,what lies beneath,robert zemeckis,"harrison ford, michelle pfeiffer, diana scarwid, joe morton, james remar, miranda otto, wendy crewson, ray baker, micole mercurio, amber valletta, sloane shelton",united states,"2020-01-01",2000,pg-13,"130 min","horror movies, thrillers","when claire spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.",130.0
22007250,movie,wild wild west,barry sonnenfeld,"will smith, kevin kline, kenneth branagh, salma hayek, m. emmet walsh, ted levine, frederique van der wal, musetta vander, sofia eng, bai ling",united states,"2020-01-01",1999,pg-13,"106 min","action & adventure, comedies, sci-fi & fantasy","armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic western.",106.0
60020949,movie,willy wonka & the chocolate factory,mel stuart,"gene wilder, jack albertson, peter ostrum, roy kinnear, julie dawn cole, leonard stone, denise nickerson, dodo denney, paris themmen, ursula reit","united states, east germany, west germany","2020-01-01",1971,g,"100 min","children & family movies, classic movies, comedies",zany willy wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary.,100.0
60011597,movie,wyatt earp,lawrence kasdan,"kevin costner, dennis quaid, gene hackman, david andrews, linden ashby, jeff fahey, joanna going, mark harmon, michael madsen, catherine o'hara, bill pullman, isabella rossellini, tom sizemore",united states,"2020-01-01",1994,pg-13,"191 min",action & adventure,"legendary lawman wyatt earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the ok corral.",191.0
70100379,movie,yes man,peyton reed,"jim carrey, zooey deschanel, bradley cooper, john michael higgins, rhys darby, danny masterson, fionnula flanagan, terence stamp, sasha alexander, molly sims","united states, united kingdom","2020-01-01",2008,pg-13,"104 min","comedies, romantic movies","after a bitter divorce, a bank drone falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.",104.0
70209245,movie,a perfect ending,nicole conn,"barbara niven, jessica clark, john heard, morgan fairchild, kerry knuppe, imelda corcoran, mary jane wells, rebecca staab, michael adam hamilton, bryan jackson, bryan mordechai jackson",united states,"2019-01-01",2012,tv-ma,"110 min","dramas, independent movies, lgbtq movies","after confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl.",110.0
70045863,movie,across the universe,julie taymor,"evan rachel wood, jim sturgess, joe anderson, dana fuchs, martin luther, james urbaniak, t.v. carpio, spencer liff","united states, united kingdom","2019-01-01",2007,pg-13,"133 min","dramas, music & musicals, romantic movies","an american girl and a british lad fall in love amid the social and political upheaval of the 1960s, in this musical featuring songs by the beatles.",133.0
70045866,movie,babel,alejandro g. iñárritu,"brad pitt, cate blanchett, gael garcía bernal, koji yakusho, adriana barraza, rinko kikuchi, said tarchani, boubker ait el caid, elle fanning, nathan gamble, mohamed akhzam","france, united states, mexico","2019-01-01",2006,r,"143 min","dramas, independent movies","when an american couple vacationing in morocco falls victim to a random act of violence, a series of events unfolds across four countries.",143.0
80999981,movie,back to the 90s,yanyong kuruaungkoul,"dan aaron ramnarong, pimchanok leuwisetpaiboon, chanintorn jitpreeda, chonlakarn puangnoy, achita pramoj na ayudhya, vichuda pindum, kriengsak hrientong, likit sittiphun",thailand,"2019-01-01",2015,tv-14,"111 min","comedies, international movies, romantic movies","when a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage.",111.0
80016588,movie,chappie,neill blomkamp,"sharlto copley, hugh jackman, sigourney weaver, dev patel, ninja, yo-landi visser, jose pablo cantillo, brandon auret, johnny selema, maurice carpede","south africa, united states","2019-01-01",2015,r,"121 min","action & adventure, sci-fi & fantasy","in a futuristic society where a robot police force keeps crime at bay, a lone droid gains the power of artificial intelligence.",121.0
70011207,movie,christmas with the kranks,joe roth,"tim allen, jamie lee curtis, dan aykroyd, erik per sullivan, cheech marin, jake busey, m. emmet walsh, kevin chamberlin, elizabeth franz, rené lavan",united states,"2019-01-01",2004,pg,"99 min","children & family movies, comedies",when luther krank and his wife opt to skip christmas – no tree and no rooftop frosty – can they handle the fallout from their family and neighbors?,99.0
60027689,movie,daddy day care,steve carr,"eddie murphy, jeff garlin, steve zahn, regina king, anjelica huston, kevin nealon, jonathan katz, siobhan fallon hogan, lisa edelstein, lacey chabert, laura kightlinger, leila arcieri",united states,"2019-01-01",2003,pg,"93 min","children & family movies, comedies","when a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called daddy day care.",93.0
80239710,movie,gone are the days,mark landre gould,"lance henriksen, tom berenger, meg steedle, danny trejo",united states,"2019-01-01",2018,r,"100 min",independent movies,"as a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right.",100.0
80177342,tv show,good girls,"","christina hendricks, retta, mae whitman, matthew lillard, reno wilson, manny montana, lidya jewett, izzy stannard, david hornsby, zach gilford",united states,"2019-01-01",2018,tv-14,"1 Season","crime tv shows, tv comedies, tv dramas",three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence – together.,480.0
80108616,movie,hell or high water,david mackenzie,"jeff bridges, chris pine, ben foster, gil birmingham, marin ireland, katy mixon, dale dickey, kevin rankin, william sterchi",united states,"2019-01-01",2016,r,"102 min","dramas, independent movies","in a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of texas rangers in hot pursuit.",102.0
70084799,movie,indiana jones and the kingdom of the crystal skull,steven spielberg,"harrison ford, cate blanchett, karen allen, ray winstone, john hurt, jim broadbent, igor jijikine, shia labeouf",united states,"2019-01-01",2008,pg-13,"123 min","action & adventure, children & family movies, sci-fi & fantasy","indiana jones is drawn into a russian plot to unearth the crystal skulls of akator, amazonian artifacts with supernatural powers.",123.0
